00:00:00.800	+	Assim que eu puser a Esfera no Pedestal  Altarberiano, eu criarei reinos Infinitos! E reinarei sobre todos eles!
00:00:06.673	+	Você tinha mesmo que ir ao banheiro de novo!?
00:00:09.275	-
00:00:09.909	+	Eu não entraria lá por uns 10 minutos se eu fosse você.
00:00:13.747	-
00:00:16.216	+	Ugh! O que foi que você comeu!?
00:00:18.785	+	Temos que ir andando...
00:00:20.920	+	Ugh, meu braço vai apodrecer.
00:00:22.489	+	… podia ter sido entregador de jornal, mas não... eu tinha de ser un herói...
00:00:27.200	+	Entregador, tão mais fácil.
